record_id,customer_id,full_name,entity_type,dob,country,national_id,account_prefix,onboarding_date,status,last_refresh,label,category
REC-0000333,CUS-0000333,TARIQ HASSAN,INDIVIDUAL,1940-11-10,ES,HV00003303,ES-52,2020-04-06,ACTIVE,2025-12-20,0,clean
REC-0000334,CUS-0000334,HARBORVIEW FREIGHT PTE,ENTITY,,PT,HV00003310,PT-40,2012-11-24,ACTIVE,2026-05-31,0,clean
REC-0000335,CUS-0000335,NORTHGATE TEXTILES LTD,ENTITY,,CA,HV00003327,CA-39,2021-12-17,DORMANT,2025-10-07,0,clean
REC-0000336,CUS-0000336,KENJI VARGAS,INDIVIDUAL,1947-08-14,NZ,HV00003334,NZ-84,2014-05-10,ACTIVE,2026-04-23,0,clean
REC-0000337,CUS-0000337,VIKTOR DUBOIS,INDIVIDUAL,1945-08-02,IT,HV00003341,IT-65,2007-09-06,ACTIVE,2026-04-25,0,clean
REC-0000338,CUS-0000338,FATIMA WATANABE,INDIVIDUAL,1975-04-03,AU,HV00003358,AU-99,2025-01-31,DORMANT,2026-01-14,0,clean
REC-0000339,CUS-0000339,WEI GARCIA,INDIVIDUAL,1952-03-18,AU,HV00003365,AU-84,2011-03-29,ACTIVE,2026-05-07,0,clean
REC-0000340,CUS-0000340,INGRID TANAKA,INDIVIDUAL,1988-01-30,MX,HV00003372,MX-55,2013-01-16,ACTIVE,2022-11-13,0,stale_refresh
REC-0000341,CUS-0000341,AISHA MULLER,INDIVIDUAL,1954-02-20,AU,HV00003389,AU-97,2025-02-13,ACTIVE,2026-06-10,0,clean
REC-0000342,CUS-0000342,CARLOS MULLER,INDIVIDUAL,2003-10-20,FI,HV00003396,FI-41,2013-05-09,ACTIVE,2022-07-10,0,stale_refresh
REC-0000343,CUS-0000343,TARIQ IVANOV,INDIVIDUAL,1942-10-15,CH,HV00003409,CH-61,2011-11-02,DORMANT,2025-09-19,0,clean
REC-0000344,CUS-0000344,KENJI TANAKA,INDIVIDUAL,1952-07-16,JP,HV00003416,JP-25,2008-02-15,ACTIVE,2026-03-09,0,clean
REC-0000345,CUS-0000345,DAVID NGUYEN,INDIVIDUAL,1996-07-18,DK,HV00003423,DK-92,2014-12-26,ACTIVE,2025-09-03,0,clean
REC-0000346,CUS-0000346,JAMES MULLER,INDIVIDUAL,1957-09-27,DK,HV00003430,DK-92,2007-09-07,ACTIVE,2026-04-26,0,clean
REC-0000347,CUS-0000347,HANNAH REYES,INDIVIDUAL,1950-12-28,FI,HV00003447,FI-15,2024-08-08,CLOSED,2026-06-05,0,clean
REC-0000348,CUS-0000348,TARIQ VARGAS,INDIVIDUAL,1975-06-09,NO,HV00003454,NO-73,2015-09-19,ACTIVE,2025-11-24,0,clean
REC-0000349,CUS-0000349,PRIYA HANSSON,INDIVIDUAL,1980-01-05,AE,HV00003461,AE-29,2010-03-14,ACTIVE,2026-02-25,0,clean
REC-0000350,CUS-0000350,DIEGO JOHANSSON,INDIVIDUAL,1982-12-22,IN,HV00003478,IN-17,2015-03-30,ACTIVE,2025-12-16,0,clean
REC-0000351,CUS-0000351,DIEGO ROSSI,INDIVIDUAL,,AE,HV00003485,AE-41,2020-05-31,ACTIVE,2025-09-25,1,missing_dob
REC-0000352,CUS-0000352,ALEKSANDR SCHMIDT,INDIVIDUAL,1983-01-13,IT,HV00003492,IT-79,2023-07-16,DORMANT,2026-01-05,0,clean
REC-0000353,CUS-0000353,IRONWOOD CONSULTING LLC,ENTITY,,ZA,HV00003505,ZA-13,2013-03-19,ACTIVE,2026-03-10,0,clean
REC-0000354,CUS-0000354,PRIYA SILVA,INDIVIDUAL,1982-04-26,AT,HV00003512,AT-77,2023-06-18,ACTIVE,2025-09-04,0,clean
REC-0000355,CUS-0000355,CRESTLINE FREIGHT GMBH,INDIVIDUAL,1996-02-29,SG,HV00003529,SG-78,2008-03-31,DORMANT,2026-06-02,0,clean_edge
REC-0000356,CUS-0000356,BLUEWATER COMMODITIES LLC,ENTITY,,LU,HV00003536,LU-99,2014-09-17,ACTIVE,2025-12-29,0,clean_edge
REC-0000357,CUS-0000357,CARLOS DUBOIS,INDIVIDUAL,1956-11-20,NO,HV00003543,NO-73,2018-08-23,ACTIVE,2026-04-02,0,clean
REC-0000358,CUS-0000358,ELENA PETROV,INDIVIDUAL,1959-08-18,DE,HV00003550,DE-12,2007-04-06,ACTIVE,2026-06-30,0,clean
REC-0000359,CUS-0000359,HANNAH AL-RASHID,INDIVIDUAL,1970-07-27,IE,HV00003567,IE-32,2010-07-09,CLOSED,2026-01-16,0,clean
REC-0000360,CUS-0000360,ALEKSANDR WATANABE,INDIVIDUAL,1952-09-15,CA,HV00003574,CA-24,2019-02-27,DORMANT,2025-12-26,0,clean
REC-0000361,CUS-0000361,IRONWOOD FOODS LTD,ENTITY,,ES,HV00003581,ES-53,2021-10-20,ACTIVE,2026-04-22,0,clean
REC-0000362,CUS-0000362,SUMMIT MARINE SUPPLY LLC,ENTITY,,PT,HV00003598,PT-81,2015-10-19,ACTIVE,2025-12-30,0,clean
REC-0000363,CUS-0000363,YUKI HAIDARI,INDIVIDUAL,1967-07-11,NO,HV00003601,NO-98,2024-04-08,ACTIVE,2026-04-01,0,clean
REC-0000364,CUS-0000364,HUSSEIN COSTA,INDIVIDUAL,1990-11-29,PL,HV00003618,PL-14,2018-11-06,ACTIVE,2026-01-19,0,clean
REC-0000365,CUS-0000365,PINNACLE TEXTILES SA,ENTITY,,IE,HV00003625,IE-28,2010-12-15,ACTIVE,2024-01-25,0,stale_refresh
REC-0000366,CUS-0000366,OMAR BERGSTROM,INDIVIDUAL,1947-12-17,NL,HV00003632,NL-95,2009-10-07,ACTIVE,2026-01-10,0,clean
REC-0000367,CUS-0000367,ELENA HASSAN,INDIVIDUAL,1946-01-30,AU,HV00003649,AU-54,2010-09-14,ACTIVE,2026-05-06,0,clean
REC-0000368,CUS-0000368,KENJI VARGAS,INDIVIDUAL,1977-08-25,GB,HV00003656,GB-31,2014-08-28,DORMANT,2025-10-21,0,clean
REC-0000369,CUS-0000369,IRONWOOD TEXTILES SA,ENTITY,,ES,HV00003663,ES-83,2018-04-01,ACTIVE,2024-06-27,0,stale_refresh
REC-0000370,CUS-0000370,MARIA KOWALSKI,INDIVIDUAL,1941-10-19,AT,HV00003670,AT-50,2024-12-20,ACTIVE,2026-05-08,0,clean
REC-0000371,CUS-0000371,HUSSEIN IVANOV,INDIVIDUAL,2005-09-01,SG,HV00003687,SG-19,2025-11-30,ACTIVE,2026-05-14,0,clean
REC-0000372,CUS-0000372,ALEKSANDR OKONKWO,INDIVIDUAL,1978-09-11,IE,HV00003694,IE-93,2016-10-29,ACTIVE,2025-11-20,0,clean
REC-0000373,CUS-0000373,MOHAMMED GARCIA,INDIVIDUAL,1976-09-19,FR,HV00003707,FR-99,2013-06-05,ACTIVE,2025-09-27,0,clean
REC-0000374,CUS-0000374,ELENA TANAKA,INDIVIDUAL,1944-06-14,CH,HV00003714,CH-60,2012-09-02,ACTIVE,2025-10-22,0,clean
REC-0000375,CUS-0000375,INGRID MULLER,INDIVIDUAL,1966-06-04,ES,HV00003721,ES-94,2006-02-01,ACTIVE,2025-10-28,0,clean
REC-0000376,CUS-0000376,YUKI YAMAMOTO,INDIVIDUAL,1966-03-07,US,HV00003738,US-20,2010-08-23,ACTIVE,2026-05-02,0,clean
REC-0000377,CUS-0000377,AMARA BERGSTROM,INDIVIDUAL,1999-04-21,IT,HV00003745,IT-43,2016-07-24,ACTIVE,2025-09-25,0,clean
REC-0000378,CUS-0000378,HUSSEIN SCHMIDT,INDIVIDUAL,1956-09-26,ES,HV00003752,ES-67,2025-11-10,ACTIVE,2025-07-05,0,clean_edge
REC-0000379,CUS-0000379,VIKTOR SILVA,INDIVIDUAL,1953-07-23,DK,HV00003769,DK-99,2012-01-10,ACTIVE,2026-05-18,0,clean
REC-0000380,CUS-0000380,INGRID ANDERSEN,INDIVIDUAL,1992-11-27,AT,HV00003776,AT-39,2018-02-22,ACTIVE,2025-12-14,0,clean
REC-0000381,CUS-0000381,SUMMIT FOODS LLC,ENTITY,,BR,HV00003783,BR-70,2018-01-04,ACTIVE,2025-03-16,0,stale_refresh
REC-0000382,CUS-0000382,HANNAH DUBOIS,INDIVIDUAL,2000-10-13,NZ,HV00003790,NZ-89,2017-08-04,ACTIVE,2025-11-13,0,clean
REC-0000383,CUS-0000383,HANNAH GARCIA,INDIVIDUAL,2028-05-02,SG,HV00003803,SG-15,2010-07-13,ACTIVE,2025-11-20,1,impossible_dob_sequence
REC-0000384,CUS-0000384,FATIMA WATANABE,INDIVIDUAL,2005-03-25,IE,HV00003810,IE-18,2011-10-14,ACTIVE,2025-09-19,0,clean
REC-0000385,CUS-0000385,LAKESHORE AGRO EXPORTS LTD,ENTITY,1978-08-04,NL,HV00003827,NL-11,2025-03-19,DORMANT,2025-09-03,0,entity_dob_conflict
REC-0000386,CUS-0000386,VIKTOR ANDERSEN,INDIVIDUAL,1948-12-27,NO,HV00003834,NO-23,2019-03-10,ACTIVE,2026-05-10,0,clean
REC-0000387,CUS-0000387,DIEGO SCHMIDT,INDIVIDUAL,1976-11-11,FI,HV00003841,FI-43,2018-01-05,ACTIVE,2025-10-25,0,clean
REC-0000388,CUS-0000388,YUKI HANSSON,INDIVIDUAL,1976-02-25,IN,HV00003858,IN-28,2006-11-03,ACTIVE,2025-12-07,0,clean
REC-0000389,CUS-0000389,FATIMA HASSAN,INDIVIDUAL,1900-01-01,NZ,HV00003865,NZ-16,2025-09-18,ACTIVE,2026-02-13,0,clean_edge
REC-0000390,CUS-0000390,JOHAN KOWALSKI,INDIVIDUAL,1965-02-24,DK,HV00003872,DK-72,2023-10-20,DORMANT,2026-05-11,0,clean
REC-0000391,CUS-0000391,NORTHGATE COMPONENTS GMBH,INDIVIDUAL,2000-02-29,JP,HV00003889,JP-44,2009-01-05,ACTIVE,2026-05-16,0,clean_edge
REC-0000392,CUS-0000392,MEI MORETTI,INDIVIDUAL,1986-05-03,DK,HV00003896,DK-57,2015-02-18,DORMANT,2025-10-10,0,clean
REC-0000393,CUS-0000393,ALEKSANDR KARIMI,INDIVIDUAL,1976-03-10,DE,HV00003909,DE-27,2012-12-23,DORMANT,2025-10-05,0,clean
REC-0000394,CUS-0000394,CRESTLINE FREIGHT LTD,ENTITY,,US,HV00003916,US-41,2009-11-24,ACTIVE,2026-06-05,0,clean
REC-0000395,CUS-0000395,NORTHGATE MARINE SUPPLY SA,ENTITY,,PL,HV00003923,PL-74,2010-06-20,ACTIVE,2026-04-28,0,clean
REC-0000396,CUS-0000396,AMARA PETROV,INDIVIDUAL,1980-01-08,JP,HV00003930,JP-32,2014-05-10,CLOSED,2025-10-31,0,clean
REC-0000397,CUS-0000397,YUKI KHAN,INDIVIDUAL,1963-03-16,ES,HV00003947,ES-98,2013-09-21,ACTIVE,2026-06-16,0,clean
REC-0000398,CUS-0000398,VIKTOR ANDERSEN,INDIVIDUAL,1959-03-24,SG,HV00003954,SG-38,2025-02-24,ACTIVE,2026-03-17,0,clean
REC-0000399,CUS-0000399,JAMES COSTA,INDIVIDUAL,2001-03-15,BR,HV00003961,BR-11,2017-07-06,ACTIVE,2026-04-24,0,clean
REC-0000400,CUS-0000400,JAMES NAKAMURA,INDIVIDUAL,1962-08-23,IE,HV00003978,IE-87,2023-12-18,DORMANT,2026-01-25,0,clean
REC-0000401,CUS-0000401,PRIYA FERREIRA,INDIVIDUAL,1973-10-10,PL,HV00003985,PL-54,2020-06-01,ACTIVE,2026-03-11,0,clean
REC-0000402,CUS-0000402,TARIQ PETROV,INDIVIDUAL,1975-08-18,KR,HV00003992,KR-84,2017-09-05,ACTIVE,2025-10-12,0,clean
REC-0000403,CUS-0000403,BLUEWATER MEDIA BV,ENTITY,,DK,HV00004000,DK-86,2024-10-29,ACTIVE,2026-01-29,0,clean
REC-0000404,CUS-0000404,FATIMA HANSSON,INDIVIDUAL,1997-06-21,IN,HV00004017,IN-51,2007-06-07,DORMANT,2026-02-17,0,clean
REC-0000405,CUS-0000405,JOHAN GARCIA,INDIVIDUAL,1953-06-13,NZ,HV00004024,NZ-76,2020-08-11,ACTIVE,2026-06-01,0,clean
REC-0000406,CUS-0000406,PINNACLE AGRO EXPORTS BV,ENTITY,,AT,HV00004031,AT-50,2024-03-02,ACTIVE,2026-06-17,0,clean
REC-0000407,CUS-0000407,KATHERINE FERREIRA,INDIVIDUAL,1976-04-18,NZ,HV00004048,NZ-53,2011-10-27,ACTIVE,2025-09-05,0,clean_edge
REC-0000408,CUS-0000408,NADIA YAMAMOTO,INDIVIDUAL,1982-09-05,JP,HV00004055,NZ-31,2021-05-24,ACTIVE,2026-01-28,0,prefix_country_mismatch
REC-0000409,CUS-0000409,ATLANTIC CONSULTING LTD,ENTITY,,NZ,HV00004062,NZ-70,2018-07-10,ACTIVE,2026-02-18,0,clean
REC-0000410,CUS-0000410,KATHERINE IVANOV,INDIVIDUAL,2000-12-23,SE,HV00004079,SE-52,2023-02-10,ACTIVE,2026-03-09,0,clean
REC-0000411,CUS-0000411,,INDIVIDUAL,1969-09-21,PT,HV00004086,PT-57,2025-07-18,CLOSED,2026-01-31,0,null_name_inactive
REC-0000412,CUS-0000412,MARIA COSTA,INDIVIDUAL,1996-11-29,FR,HV00004093,FR-84,2016-07-21,ACTIVE,2026-05-25,0,clean
REC-0000413,CUS-0000413,AISHA COSTA,INDIVIDUAL,2001-01-25,AE,HV00004106,AE-58,2017-03-23,ACTIVE,2025-12-01,0,clean
REC-0000414,CUS-0000414,CARLOS GARCIA,INDIVIDUAL,1970-09-28,FI,HV00004113,FI-62,2009-05-20,CLOSED,2025-11-08,0,clean
REC-0000415,CUS-0000415,YUKI ANDERSEN,INDIVIDUAL,1947-04-02,FI,HV00004120,FI-72,2022-01-19,ACTIVE,2026-04-01,0,clean
REC-0000416,CUS-0000416,KENJI HANSSON,INDIVIDUAL,1958-10-14,GB,HV00004137,GB-31,2006-02-08,ACTIVE,2026-04-10,0,clean
REC-0000417,CUS-0000417,WEI AL-RASHID,INDIVIDUAL,1995-02-16,BE,HV00004144,BE-65,2023-06-28,ACTIVE,2025-12-06,0,clean
REC-0000418,CUS-0000418,JAMES SILVA,INDIVIDUAL,1987-11-20,IN,HV00004151,IN-35,2014-08-07,ACTIVE,2026-06-23,0,clean
REC-0000419,CUS-0000419,LAKESHORE FREIGHT LTD,ENTITY,,BE,HV00004168,BE-96,2024-09-08,ACTIVE,2026-02-23,0,clean
REC-0000420,CUS-0000420,JOHAN AL-RASHID,INDIVIDUAL,1949-03-19,NZ,HV00004175,NZ-59,2013-09-21,ACTIVE,2026-01-25,0,clean
REC-0000421,CUS-0000421,JOHAN KOWALSKI,INDIVIDUAL,1980-11-25,DK,HV00004182,DK-76,2007-01-10,ACTIVE,2026-01-09,0,clean
REC-0000422,CUS-0000422,FATIMA BERGSTROM,INDIVIDUAL,1983-12-23,KR,HV00004199,KR-55,2009-01-01,ACTIVE,2026-04-07,0,clean
REC-0000423,CUS-0000423,IRONWOOD LOGISTICS LLC,ENTITY,,LU,HV00004202,LU-38,2024-03-18,ACTIVE,2026-04-24,0,clean
REC-0000424,CUS-0000424,PABLO IVANOV,INDIVIDUAL,1951-01-18,US,HV00004219,US-56,2019-03-24,ACTIVE,2023-04-19,0,stale_refresh
REC-0000425,CUS-0000425,LAKESHORE FOODS LTD,ENTITY,,AU,HV00004226,AU-86,2023-04-20,CLOSED,2026-05-06,0,clean
REC-0000426,CUS-0000426,ALEKSANDR TANAKA,INDIVIDUAL,1900-01-01,US,HV00004233,US-66,2007-01-31,ACTIVE,2025-09-23,0,clean_edge
REC-0000427,CUS-0000427,ALEKSANDR NGUYEN,INDIVIDUAL,1996-07-19,CA,HV00004240,CA-11,2010-08-11,ACTIVE,2026-05-10,0,clean
REC-0000428,CUS-0000428,,INDIVIDUAL,1952-04-21,AU,HV00004257,AU-63,2019-12-20,CLOSED,2026-05-08,0,null_name_inactive
REC-0000429,CUS-0000429,JOHAN TANAKA,INDIVIDUAL,1949-07-14,IE,HV00004264,IE-73,2008-08-22,ACTIVE,2026-03-20,0,clean
REC-0000430,CUS-0000430,MOHAMMED SCHMIDT,INDIVIDUAL,2003-02-09,DK,HV00004271,DK-62,2017-09-25,ACTIVE,2026-06-10,0,clean
REC-0000431,CUS-0000431,ALEKSANDR WATANABE,INDIVIDUAL,1983-02-14,LU,HV00004288,LU-52,2010-08-29,ACTIVE,2026-06-24,0,clean
REC-0000432,CUS-0000432,TARIQ DUBOIS,INDIVIDUAL,2000-01-08,LU,HV00004295,LU-73,2008-06-23,ACTIVE,2026-05-15,0,clean
REC-0000433,CUS-0000433,MEI TANAKA,INDIVIDUAL,1962-12-16,DE,HV00004308,DE-92,2022-03-25,ACTIVE,2026-01-30,0,clean
REC-0000434,CUS-0000434,TARIQ IVANOV,INDIVIDUAL,1943-07-16,GB,HV00004315,GB-47,2008-03-28,ACTIVE,2026-01-21,0,clean
REC-0000435,CUS-0000435,,INDIVIDUAL,1944-02-12,FR,HV00004322,FR-11,2008-02-18,CLOSED,2026-04-04,0,null_name_inactive
REC-0000436,CUS-0000436,CHLOE HANSSON,INDIVIDUAL,2005-10-07,NZ,HV00004339,NZ-21,2015-10-26,ACTIVE,2026-01-06,0,clean
REC-0000437,CUS-0000437,KENJI HANSSON,INDIVIDUAL,1974-08-09,IT,HV00004346,IT-98,2014-12-23,DORMANT,2025-11-27,0,clean
REC-0000438,CUS-0000438,,INDIVIDUAL,2002-06-16,AT,HV00004353,AT-17,2009-09-28,ACTIVE,2026-04-10,1,null_name_active
REC-0000439,CUS-0000439,AMARA ROSSI,INDIVIDUAL,1991-01-16,LU,HV00004360,LU-96,2019-04-02,ACTIVE,2025-12-18,0,clean
REC-0000440,CUS-0000440,LENA NGUYEN,INDIVIDUAL,2005-03-31,IE,HV00004377,IE-26,2006-08-25,ACTIVE,2025-10-24,0,clean
REC-0000441,CUS-0000441,MARIA MULLER,INDIVIDUAL,1963-06-21,BR,HV00004384,BR-93,2015-11-20,ACTIVE,2025-10-05,0,clean
REC-0000442,CUS-0000442,VIKTOR NAKAMURA,INDIVIDUAL,2000-02-04,NO,HV00004391,NO-53,2022-03-27,ACTIVE,2026-05-13,0,clean
REC-0000443,CUS-0000443,AMARA SCHMIDT,INDIVIDUAL,1999-07-18,PT,HV00004404,PT-96,2011-07-30,ACTIVE,2026-04-15,0,clean
REC-0000444,CUS-0000444,MERIDIAN LOGISTICS BV,ENTITY,,SE,HV00004411,SE-30,2019-09-30,ACTIVE,2025-11-02,0,clean
REC-0000445,CUS-0000445,HARBORVIEW COMPONENTS GMBH,ENTITY,,FI,HV00004428,FI-40,2009-09-16,ACTIVE,2026-02-08,0,clean
REC-0000446,CUS-0000446,OMAR HAIDARI,INDIVIDUAL,1976-03-06,JP,HV00004435,JP-40,2018-05-07,ACTIVE,2025-11-15,0,clean
REC-0000447,CUS-0000447,SUMMIT COMPONENTS GMBH,ENTITY,,MX,HV00004442,MX-25,2007-12-23,CLOSED,2026-06-21,0,clean
REC-0000448,CUS-0000448,NADIA JOHANSSON,INDIVIDUAL,1940-01-06,BR,HV00004459,BR-21,2006-10-21,DORMANT,2026-01-26,0,clean
REC-0000449,CUS-0000449,SUMMIT MARINE SUPPLY GMBH,ENTITY,,SE,HV00004466,SE-16,2010-08-22,DORMANT,2025-11-10,0,clean
REC-0000450,CUS-0000450,JOSÉ N'DIAYE,INDIVIDUAL,2004-04-17,BE,HV00004473,BE-94,2019-11-26,ACTIVE,2025-11-11,0,clean_edge
REC-0000451,CUS-0000451,TARIQ YAMAMOTO,INDIVIDUAL,1966-03-12,NL,HV00004480,NL-80,2013-12-19,ACTIVE,2026-05-07,0,clean
REC-0000452,CUS-0000452,CARLOS KHAN,INDIVIDUAL,2004-04-23,SG,HV00004497,SG-62,2017-01-16,ACTIVE,2026-03-22,0,clean
REC-0000453,CUS-0000453,HUSSEIN GARCIA,INDIVIDUAL,1981-01-01,LU,HV00004500,LU-34,2025-02-11,ACTIVE,2026-05-06,0,clean
REC-0000454,CUS-0000454,TARIQ NGUYEN,INDIVIDUAL,1992-10-28,GB,HV00004517,GB-25,2020-03-15,ACTIVE,2025-11-12,0,clean
REC-0000455,CUS-0000455,CARLOS MORETTI,INDIVIDUAL,1940-05-22,NO,HV00004524,NO-77,2017-04-23,ACTIVE,2025-09-20,0,clean
REC-0000456,CUS-0000456,SUMMIT MEDIA LLC,ENTITY,,DK,HV00004531,DK-98,2019-02-15,ACTIVE,2026-04-26,0,clean
REC-0000457,CUS-0000457,CHLOE BERGSTROM,INDIVIDUAL,1968-11-15,KR,HV00004548,KR-74,2019-06-21,DORMANT,2025-11-28,0,clean
REC-0000458,CUS-0000458,CRESTLINE CONSULTING SA,ENTITY,,LU,HV00004555,LU-53,2021-07-14,CLOSED,2025-11-11,0,clean
REC-0000459,CUS-0000459,PINNACLE MEDIA GMBH,ENTITY,,CA,HV00004562,CA-99,2015-04-05,ACTIVE,2026-01-21,0,clean
REC-0000460,CUS-0000460,OMAR GARCIA,INDIVIDUAL,1958-01-08,LU,HV00004579,LU-36,2018-06-01,ACTIVE,2026-02-02,0,clean
REC-0000461,CUS-0000461,CARLOS HASSAN,INDIVIDUAL,1998-04-28,LU,,LU-32,2021-01-30,ACTIVE,2026-01-16,0,missing_supporting
REC-0000462,CUS-0000462,AMARA DUBOIS,INDIVIDUAL,1991-03-12,ES,HV00004593,ES-95,2018-08-12,ACTIVE,2025-09-30,0,clean
REC-0000463,CUS-0000463,HANNAH OKONKWO,INDIVIDUAL,1985-02-30,FI,HV00004606,FI-23,2015-06-23,ACTIVE,2026-04-17,1,malformed_dob
REC-0000464,CUS-0000464,YUSUF ROSSI,INDIVIDUAL,1954-06-09,AE,HV00004613,AE-46,2011-12-28,ACTIVE,2026-04-17,0,clean
REC-0000465,CUS-0000465,NORTHGATE FREIGHT PTE,ENTITY,,PL,HV00004620,PL-14,2023-08-05,ACTIVE,2025-11-11,0,clean
REC-0000466,CUS-0000466,MEI JOHANSSON,INDIVIDUAL,1960-02-15,FI,HV00004637,FI-92,2021-02-24,ACTIVE,2026-03-01,0,clean
REC-0000467,CUS-0000467,ALEKSANDR KOWALSKI,INDIVIDUAL,2002-03-02,AT,HV00004644,AT-95,2023-12-01,ACTIVE,2025-12-17,0,clean
REC-0000468,CUS-0000468,FATIMA JOHANSSON,INDIVIDUAL,1944-10-28,AT,HV00004651,AT-11,2021-05-14,ACTIVE,2026-03-19,0,clean
REC-0000469,CUS-0000469,LENA LINDQVIST,INDIVIDUAL,1960-03-26,NZ,HV00004668,NZ-34,2025-04-19,ACTIVE,2025-12-24,0,clean_edge
REC-0000470,CUS-0000470,WEI IVANOV,INDIVIDUAL,,SG,HV00004675,SG-75,2021-04-24,ACTIVE,2026-06-10,1,missing_dob
REC-0000471,CUS-0000471,CARLOS IVANOV,INDIVIDUAL,1992-05-23,SE,HV00004682,SE-42,2011-12-05,ACTIVE,2025-11-04,0,clean
REC-0000472,CUS-0000472,CARLOS WATANABE,INDIVIDUAL,1968-12-10,CA,HV00004699,CA-86,2006-11-24,ACTIVE,2026-01-27,0,clean
REC-0000473,CUS-0000473,DAVID MULLER,INDIVIDUAL,2003-06-28,NO,HV00004702,NO-50,2018-05-04,ACTIVE,2026-03-28,0,clean
REC-0000474,CUS-0000474,YUKI FERREIRA,INDIVIDUAL,1988-09-20,AT,HV00004719,AT-78,2017-05-01,ACTIVE,2026-01-03,0,clean
REC-0000475,CUS-0000475,FATIMA REYES,INDIVIDUAL,1972-05-14,AE,HV00004726,AE-47,2020-11-17,ACTIVE,2025-10-02,0,clean
REC-0000476,CUS-0000476,YUSUF YAMAMOTO,INDIVIDUAL,1940-10-15,SE,HV00004733,SE-24,2024-06-22,ACTIVE,2025-11-14,0,clean
REC-0000477,CUS-0000477,KATHERINE PETROV,INDIVIDUAL,1961-11-15,HK,HV00004740,HK-15,2019-10-07,ACTIVE,2026-01-17,0,clean
REC-0000478,CUS-0000478,HUSSEIN HANSSON,INDIVIDUAL,1988-06-19,AT,HV00004757,AT-46,2008-07-17,ACTIVE,2025-10-09,0,clean
REC-0000479,CUS-0000479,LAKESHORE COMPONENTS SA,ENTITY,,ES,HV00004764,ES-15,2017-07-15,ACTIVE,2026-03-24,0,clean
REC-0000480,CUS-0000480,YUKI ANDERSEN,INDIVIDUAL,1988-04-06,DE,HV00004771,DE-78,2008-02-26,ACTIVE,2026-05-28,0,clean
REC-0000481,CUS-0000481,MOHAMMED COSTA,INDIVIDUAL,2001-06-28,HK,HV00004788,HK-64,2023-05-09,DORMANT,2026-03-17,0,clean
REC-0000482,CUS-0000482,MEI ANDERSEN,INDIVIDUAL,1979-01-17,PL,HV00004795,PL-92,2025-09-15,DORMANT,2026-05-25,0,clean
REC-0000483,CUS-0000483,KENJI HASSAN,INDIVIDUAL,,CA,HV00004808,CA-14,2006-07-14,ACTIVE,2026-06-03,1,missing_dob
REC-0000484,CUS-0000484,WEI DUBOIS,INDIVIDUAL,1960-06-03,AU,HV00004815,AU-43,2018-07-08,ACTIVE,2025-11-12,0,clean
REC-0000485,CUS-0000485,JAMES HAIDARI,INDIVIDUAL,2000-05-27,BR,,BR-25,2013-02-04,ACTIVE,2026-05-29,0,missing_supporting
REC-0000486,CUS-0000486,WEI SCHMIDT,INDIVIDUAL,1985-02-09,PL,HV00004839,PL-23,2025-01-09,ACTIVE,2026-01-27,0,clean
REC-0000487,CUS-0000487,KATHERINE LINDQVIST,INDIVIDUAL,1974-03-21,CH,HV00004846,CH-60,2023-03-02,DORMANT,2026-06-15,0,clean
REC-0000488,CUS-0000488,CARLOS VARGAS,INDIVIDUAL,1975-01-29,SE,HV00004853,SE-79,2010-12-07,ACTIVE,2026-04-18,0,clean
REC-0000489,CUS-0000489,LENA VARGAS,INDIVIDUAL,1998-02-16,NZ,HV00004860,NZ-57,2023-10-31,CLOSED,2026-06-25,0,clean
REC-0000490,CUS-0000490,AISHA SILVA,INDIVIDUAL,1940-06-13,SE,HV00004877,SE-83,2009-03-04,ACTIVE,2024-12-03,0,stale_refresh
REC-0000491,CUS-0000491,DIEGO VARGAS,INDIVIDUAL,1970-11-06,PT,HV00004884,PT-37,2022-08-18,ACTIVE,2025-10-11,0,clean
REC-0000492,CUS-0000492,CHLOE KHAN,INDIVIDUAL,1962-09-03,SG,HV00004891,SG-34,2010-12-14,ACTIVE,2025-09-13,0,clean
REC-0000493,CUS-0000493,LAKESHORE COMPONENTS BV,ENTITY,,FI,HV00004904,FI-80,2022-11-05,ACTIVE,2026-05-27,0,clean
REC-0000494,CUS-0000494,VIKTOR MORETTI,INDIVIDUAL,1969-09-06,AE,HV00004911,AE-55,2022-04-11,ACTIVE,2026-03-02,0,clean
REC-0000495,CUS-0000495,DIEGO GARCIA,INDIVIDUAL,1968-07-05,IE,HV00004928,IE-72,2007-07-26,ACTIVE,2026-01-25,0,clean
REC-0000496,CUS-0000496,VIKTOR SCHMIDT,INDIVIDUAL,1968-05-18,CA,HV00004935,CA-64,2018-09-08,ACTIVE,2026-01-21,0,clean
REC-0000497,CUS-0000497,MEI YAMAMOTO,INDIVIDUAL,1979-02-15,JP,HV00004942,JP-45,2021-12-22,DORMANT,2026-04-23,0,clean
REC-0000498,CUS-0000498,AMARA LINDQVIST,INDIVIDUAL,1979-12-15,NL,HV00004959,NL-55,2025-09-09,ACTIVE,2025-10-24,0,clean
REC-0000499,CUS-0000499,CHLOE MULLER,INDIVIDUAL,1965-03-05,SG,HV00004966,CH-90,2020-06-24,DORMANT,2026-03-22,0,prefix_country_mismatch
