hit_id,subject_id,article_name,category,role,age_days,art_country,art_dob,art_passport,source_reliability,label,fp_category
AMHIT-0000456,SUBJ-000084,PRIYA BURMANN,fraud,perpetrator,262,,1968-05-28,,1.0,0,wrong_entity
AMHIT-0000457,SUBJ-000112,JOHN SMITH,corruption_bribery,perpetrator,182,,,,1.0,0,common_name_ambiguous
AMHIT-0000458,SUBJ-000025,DAVID JONES,fraud,perpetrator,618,,1956-03-04,,1.0,0,wrong_entity
AMHIT-0000459,SUBJ-000052,LI WANG,non_adverse,mentioned,66,,,,1.0,0,not_adverse
AMHIT-0000460,SUBJ-000072,MOHAMMED ALI,corruption_bribery,perpetrator,257,,,,1.0,0,common_name_ambiguous
AMHIT-0000461,SUBJ-000020,TARIQ SEVADZE,corruption_bribery,perpetrator,741,,1994-10-02,,1.0,0,wrong_entity
AMHIT-0000462,SUBJ-000017,LI WANG,fraud,perpetrator,202,,,,1.0,0,common_name_ambiguous
AMHIT-0000463,SUBJ-000038,DAVID JONES,corruption_bribery,perpetrator,198,,1951-07-28,,1.0,0,wrong_entity
AMHIT-0000464,SUBJ-000031,SVEN QOMMANN,litigation_civil,perpetrator,3146,,,,1.0,0,stale_immaterial
AMHIT-0000465,SUBJ-000015,PRIYA BURADZE,litigation_civil,perpetrator,2326,,,,1.0,0,stale_immaterial
AMHIT-0000466,SUBJ-000035,MARIA GARCIA,organized_crime,perpetrator,210,,,,1.0,0,common_name_ambiguous
AMHIT-0000467,SUBJ-000092,DAVID JONES,sanctions_evasion,perpetrator,152,,,,1.0,0,common_name_ambiguous
AMHIT-0000468,SUBJ-000008,RACHEL KRESTEIN,fraud,perpetrator,681,,1978-03-03,,1.0,0,wrong_entity
AMHIT-0000469,SUBJ-000024,JOSE GONZALEZ,money_laundering,perpetrator,256,,,,1.0,0,common_name_ambiguous
AMHIT-0000470,SUBJ-000111,LI WANG,organized_crime,perpetrator,274,,,,1.0,0,common_name_ambiguous
AMHIT-0000471,SUBJ-000087,JOSE GONZALEZ,corruption_bribery,perpetrator,129,AE,1976-05-27,,1.0,1,
AMHIT-0000472,SUBJ-000057,WEI CHEN,fraud,perpetrator,55,,1989-10-20,,1.0,0,wrong_entity
AMHIT-0000473,SUBJ-000052,LI WANG,sanctions_evasion,perpetrator,510,,1953-02-09,,1.0,0,wrong_entity
AMHIT-0000474,SUBJ-000082,DMITRI MORMANN,non_adverse,mentioned,274,,,,1.0,0,not_adverse
AMHIT-0000475,SUBJ-000117,JOHN SMITH,money_laundering,perpetrator,215,,,,1.0,0,common_name_ambiguous
AMHIT-0000476,SUBJ-000069,JOSE GONZALEZ,non_adverse,mentioned,253,,,,1.0,0,not_adverse
AMHIT-0000477,SUBJ-000041,INGRID QOMSTEIN,organized_crime,mentioned,102,,,,1.0,0,low_role
AMHIT-0000478,SUBJ-000076,SVEN DRAVMANN,corruption_bribery,perpetrator,49,SG,,,1.0,1,
AMHIT-0000479,SUBJ-000045,RACHEL VOLADZE,non_adverse,mentioned,397,,,,1.0,0,not_adverse
AMHIT-0000480,SUBJ-000020,TARIQ SEVADZE,money_laundering,perpetrator,273,,1992-04-09,,1.0,0,wrong_entity
AMHIT-0000481,SUBJ-000094,RACHEL MORKOVSKY,litigation_civil,perpetrator,3764,,,,1.0,0,stale_immaterial
AMHIT-0000482,SUBJ-000108,WEI CHEN,organized_crime,perpetrator,383,,1961-03-08,,1.0,0,wrong_entity
AMHIT-0000483,SUBJ-000057,WEI CHEN,sanctions_evasion,perpetrator,34,,,,1.0,0,common_name_ambiguous
AMHIT-0000484,SUBJ-000072,MOHAMMED ALI,non_adverse,mentioned,293,,,,1.0,0,not_adverse
AMHIT-0000485,SUBJ-000079,ANNA MULLER,sanctions_evasion,perpetrator,178,,,,1.0,0,common_name_ambiguous
AMHIT-0000486,SUBJ-000007,SVEN MORADZE,fraud,perpetrator,636,,1964-01-17,,1.0,0,wrong_entity
AMHIT-0000487,SUBJ-000078,LI WANG,non_adverse,mentioned,108,,,,1.0,0,not_adverse
AMHIT-0000488,SUBJ-000022,TARIQ KREKOVSKY,non_adverse,mentioned,170,,,,1.0,0,not_adverse
AMHIT-0000489,SUBJ-000090,LI WANG,fraud,perpetrator,133,,1983-06-03,,1.0,0,wrong_entity
AMHIT-0000490,SUBJ-000092,DAVID JONES,money_laundering,perpetrator,192,,,,1.0,0,common_name_ambiguous
AMHIT-0000491,SUBJ-000020,TARIQ SEVADZE,organized_crime,perpetrator,674,,1981-11-11,,1.0,0,wrong_entity
AMHIT-0000492,SUBJ-000098,MOHAMMED ALI,corruption_bribery,perpetrator,134,,,,1.0,0,common_name_ambiguous
AMHIT-0000493,SUBJ-000053,MARIA GARCIA,corruption_bribery,perpetrator,85,,,,1.0,0,common_name_ambiguous
AMHIT-0000494,SUBJ-000089,DMITRI ZARADZE,sanctions_evasion,perpetrator,420,,1986-01-06,,1.0,0,wrong_entity
AMHIT-0000495,SUBJ-000042,MARIA GARCIA,sanctions_evasion,perpetrator,73,,,,1.0,0,common_name_ambiguous
AMHIT-0000496,SUBJ-000095,ANNA MULLER,money_laundering,perpetrator,263,,1972-06-06,,1.0,0,wrong_entity
AMHIT-0000497,SUBJ-000110,LI WANG,corruption_bribery,perpetrator,248,,,,1.0,0,common_name_ambiguous
AMHIT-0000498,SUBJ-000026,KWAME VOLADZE,money_laundering,perpetrator,199,RU,,,1.0,1,
AMHIT-0000499,SUBJ-000000,DMITRI TASHADZE,money_laundering,perpetrator,415,,1978-12-14,,1.0,0,wrong_entity
AMHIT-0000500,SUBJ-000064,MOHAMMED ALI,corruption_bribery,perpetrator,299,,,,1.0,0,common_name_ambiguous
AMHIT-0000501,SUBJ-000090,LI WANG,fraud,perpetrator,103,,,,1.0,0,common_name_ambiguous
AMHIT-0000502,SUBJ-000004,PRIYA BUROGLU,negative_general,perpetrator,2241,,,,1.0,0,stale_immaterial
AMHIT-0000503,SUBJ-000055,JOHN SMITH,fraud,perpetrator,474,,,,1.0,0,common_name_ambiguous
AMHIT-0000504,SUBJ-000070,KWAME KREOPOULOS,litigation_civil,perpetrator,2892,,,,1.0,0,stale_immaterial
AMHIT-0000505,SUBJ-000061,TARIQ BURMANN,money_laundering,mentioned,344,,,,1.0,0,low_role
AMHIT-0000506,SUBJ-000012,ANNA MULLER,money_laundering,perpetrator,189,,,,1.0,0,common_name_ambiguous
AMHIT-0000507,SUBJ-000089,DMITRI ZARADZE,sanctions_evasion,perpetrator,759,,1984-05-22,,1.0,0,wrong_entity
AMHIT-0000508,SUBJ-000006,KWAME SEVSTEIN,organized_crime,perpetrator,605,,1985-08-05,,1.0,0,wrong_entity
AMHIT-0000509,SUBJ-000011,MOHAMMED ALI,corruption_bribery,perpetrator,697,,1990-10-16,,1.0,0,wrong_entity
AMHIT-0000510,SUBJ-000021,DMITRI MORSSON,corruption_bribery,perpetrator,103,,1980-02-10,,1.0,0,wrong_entity
AMHIT-0000511,SUBJ-000114,INGRID SEVMANN,non_adverse,mentioned,343,,,,1.0,0,not_adverse
AMHIT-0000512,SUBJ-000049,MOHAMMED ALI,fraud,mentioned,205,,,,1.0,0,low_role
AMHIT-0000513,SUBJ-000033,LI WANG,non_adverse,mentioned,230,,,,1.0,0,not_adverse
AMHIT-0000514,SUBJ-000034,RACHEL DRAVSTEIN,sanctions_evasion,perpetrator,83,,1959-12-22,,1.0,0,wrong_entity
AMHIT-0000515,SUBJ-000103,MOHAMMED ALI,sanctions_evasion,mentioned,397,,,,1.0,0,low_role
AMHIT-0000516,SUBJ-000107,TARIQ VOLADZE,organized_crime,mentioned,284,,,,1.0,0,low_role
AMHIT-0000517,SUBJ-000047,JOHN SMITH,organized_crime,perpetrator,173,,,,1.0,0,common_name_ambiguous
AMHIT-0000518,SUBJ-000011,MOHAMMED ALI,sanctions_evasion,perpetrator,312,,,,1.0,0,common_name_ambiguous
AMHIT-0000519,SUBJ-000098,MOHAMMED ALI,fraud,perpetrator,81,,,,1.0,0,common_name_ambiguous
AMHIT-0000520,SUBJ-000021,DMITRI MORSSON,non_adverse,mentioned,113,,,,1.0,0,not_adverse
AMHIT-0000521,SUBJ-000054,WEI CHEN,money_laundering,perpetrator,719,,1977-04-27,,1.0,0,wrong_entity
AMHIT-0000522,SUBJ-000054,WEI CHEN,money_laundering,perpetrator,64,,,,1.0,0,common_name_ambiguous
AMHIT-0000523,SUBJ-000041,INGRID QOMSTEIN,non_adverse,mentioned,146,,,,1.0,0,not_adverse
AMHIT-0000524,SUBJ-000117,JOHN SMITH,sanctions_evasion,perpetrator,320,,,,1.0,0,common_name_ambiguous
AMHIT-0000525,SUBJ-000053,MARIA GARCIA,non_adverse,mentioned,81,,,,1.0,0,not_adverse
AMHIT-0000526,SUBJ-000097,TARIQ MOROPOULOS,money_laundering,victim,298,,,,1.0,0,low_role
AMHIT-0000527,SUBJ-000111,LI WANG,negative_general,perpetrator,3997,,,,1.0,0,stale_immaterial
AMHIT-0000528,SUBJ-000062,TARIQ NOROGLU,non_adverse,mentioned,297,,,,1.0,0,not_adverse
AMHIT-0000529,SUBJ-000035,MARIA GARCIA,organized_crime,perpetrator,167,,1989-10-22,,1.0,0,wrong_entity
AMHIT-0000530,SUBJ-000113,MOHAMMED ALI,corruption_bribery,perpetrator,727,,1965-01-24,,1.0,0,wrong_entity
AMHIT-0000531,SUBJ-000047,JOHN SMITH,money_laundering,perpetrator,365,,1969-05-09,,1.0,0,wrong_entity
AMHIT-0000532,SUBJ-000019,JOHN SMITH,fraud,perpetrator,88,,,,1.0,0,common_name_ambiguous
AMHIT-0000533,SUBJ-000099,PRIYA BURKOVSKY,negative_general,perpetrator,2751,,,,1.0,0,stale_immaterial
AMHIT-0000534,SUBJ-000011,MOHAMMED ALI,fraud,mentioned,118,,,,1.0,0,low_role
AMHIT-0000535,SUBJ-000062,TARIQ NOROGLU,non_adverse,mentioned,393,,,,1.0,0,not_adverse
AMHIT-0000536,SUBJ-000007,SVEN MORADZE,non_adverse,mentioned,268,,,,1.0,0,not_adverse
AMHIT-0000537,SUBJ-000090,LI WANG,sanctions_evasion,perpetrator,433,,1958-09-19,,1.0,0,wrong_entity
AMHIT-0000538,SUBJ-000024,JOSE GONZALEZ,regulatory_enforcement,perpetrator,910,,,,1.0,1,
AMHIT-0000539,SUBJ-000006,KWAME SEVSTEIN,fraud,perpetrator,961,,,,1.0,1,
AMHIT-0000540,SUBJ-000050,KWAME TASHKOVSKY,non_adverse,mentioned,330,,,,1.0,0,not_adverse
AMHIT-0000541,SUBJ-000030,KWAME KREOPOULOS,negative_general,perpetrator,3201,,,,1.0,0,stale_immaterial
AMHIT-0000542,SUBJ-000111,LI WANG,organized_crime,perpetrator,620,,1985-06-12,,1.0,0,wrong_entity
AMHIT-0000543,SUBJ-000109,WEI CHEN,money_laundering,perpetrator,165,,,,1.0,0,common_name_ambiguous
AMHIT-0000544,SUBJ-000006,KWAME SEVSTEIN,sanctions_evasion,perpetrator,129,IN,,,1.0,1,
AMHIT-0000545,SUBJ-000086,OLUWASEUN ZAROGLU,fraud,mentioned,343,,,,1.0,0,low_role
AMHIT-0000546,SUBJ-000099,PRIYA BURKOVSKY,money_laundering,perpetrator,505,,1958-11-06,,1.0,0,wrong_entity
AMHIT-0000547,SUBJ-000032,RACHEL ZARMANN,sanctions_evasion,perpetrator,332,,1995-12-21,,1.0,0,wrong_entity
AMHIT-0000548,SUBJ-000057,WEI CHEN,organized_crime,perpetrator,149,,,,1.0,0,common_name_ambiguous
AMHIT-0000549,SUBJ-000066,SVEN VOLOGLU,non_adverse,mentioned,324,,,,1.0,0,not_adverse
AMHIT-0000550,SUBJ-000065,MOHAMMED ALI,corruption_bribery,perpetrator,594,,1991-10-20,,1.0,0,wrong_entity
AMHIT-0000551,SUBJ-000061,TARIQ BURMANN,litigation_civil,perpetrator,2888,,,,1.0,0,stale_immaterial
AMHIT-0000552,SUBJ-000110,LI WANG,corruption_bribery,mentioned,345,,,,1.0,0,low_role
AMHIT-0000553,SUBJ-000035,MARIA GARCIA,fraud,perpetrator,284,,,,1.0,0,common_name_ambiguous
AMHIT-0000554,SUBJ-000095,ANNA MULLER,organized_crime,perpetrator,358,,,,1.0,0,common_name_ambiguous
AMHIT-0000555,SUBJ-000003,PRIYA KREOPOULOS,organized_crime,perpetrator,322,,1966-07-13,,1.0,0,wrong_entity
AMHIT-0000556,SUBJ-000090,LI WANG,sanctions_evasion,perpetrator,214,,1971-12-23,,1.0,0,wrong_entity
AMHIT-0000557,SUBJ-000100,DAVID JONES,non_adverse,mentioned,248,,,,1.0,0,not_adverse
AMHIT-0000558,SUBJ-000064,MOHAMMED ALI,corruption_bribery,victim,346,,,,1.0,0,low_role
AMHIT-0000559,SUBJ-000012,ANNA MULLER,organized_crime,perpetrator,151,,1966-12-26,,1.0,0,wrong_entity
AMHIT-0000560,SUBJ-000055,JOHN SMITH,money_laundering,perpetrator,133,,,,1.0,0,common_name_ambiguous
AMHIT-0000561,SUBJ-000039,SVEN ZARKOVSKY,negative_general,perpetrator,3814,,,,1.0,0,stale_immaterial
AMHIT-0000562,SUBJ-000074,RACHEL QOMADZE,non_adverse,mentioned,155,,,,1.0,0,not_adverse
AMHIT-0000563,SUBJ-000006,KWAME SEVSTEIN,sanctions_evasion,perpetrator,614,,1989-02-16,,1.0,0,wrong_entity
AMHIT-0000564,SUBJ-000111,LI WANG,non_adverse,mentioned,353,,,,1.0,0,not_adverse
AMHIT-0000565,SUBJ-000006,KWAME SEVSTEIN,fraud,perpetrator,160,,1962-06-14,,1.0,0,wrong_entity
AMHIT-0000566,SUBJ-000028,MARIA GARCIA,corruption_bribery,perpetrator,461,,,,1.0,0,common_name_ambiguous
AMHIT-0000567,SUBJ-000062,TARIQ NOROGLU,negative_general,perpetrator,3492,,,,1.0,0,stale_immaterial
AMHIT-0000568,SUBJ-000007,SVEN MORADZE,non_adverse,mentioned,7,,,,1.0,0,not_adverse
AMHIT-0000569,SUBJ-000099,PRIYA BURKOVSKY,fraud,perpetrator,610,,1960-08-26,,1.0,0,wrong_entity
AMHIT-0000570,SUBJ-000078,LI WANG,organized_crime,perpetrator,668,,1977-07-14,,1.0,0,wrong_entity
AMHIT-0000571,SUBJ-000004,PRIYA BUROGLU,non_adverse,mentioned,278,,,,1.0,0,not_adverse
AMHIT-0000572,SUBJ-000001,RACHEL MORMANN,non_adverse,mentioned,169,,,,1.0,0,not_adverse
AMHIT-0000573,SUBJ-000002,JOHN SMITH,non_adverse,mentioned,351,,,,1.0,0,not_adverse
AMHIT-0000574,SUBJ-000093,INGRID VOLADZE,corruption_bribery,perpetrator,179,GB,,,1.0,1,
AMHIT-0000575,SUBJ-000075,MOHAMMED ALI,non_adverse,mentioned,161,,,,1.0,0,not_adverse
AMHIT-0000576,SUBJ-000052,LI WANG,organized_crime,perpetrator,392,,,,1.0,0,common_name_ambiguous
AMHIT-0000577,SUBJ-000055,JOHN SMITH,non_adverse,mentioned,356,,,,1.0,0,not_adverse
AMHIT-0000578,SUBJ-000115,PRIYA TASHKOVSKY,non_adverse,mentioned,255,,,,1.0,0,not_adverse
AMHIT-0000579,SUBJ-000116,MARIA GARCIA,organized_crime,perpetrator,39,,1964-04-24,,1.0,0,wrong_entity
AMHIT-0000580,SUBJ-000002,JOHN SMITH,sanctions_evasion,perpetrator,536,,1960-02-12,,1.0,0,wrong_entity
AMHIT-0000581,SUBJ-000048,OLUWASEUN TASHSTEIN,negative_general,perpetrator,3779,,,,1.0,0,stale_immaterial
AMHIT-0000582,SUBJ-000006,KWAME SEVSTEIN,money_laundering,perpetrator,689,,1951-01-23,,1.0,0,wrong_entity
AMHIT-0000583,SUBJ-000015,PRIYA BURADZE,non_adverse,mentioned,285,,,,1.0,0,not_adverse
AMHIT-0000584,SUBJ-000026,KWAME VOLADZE,litigation_civil,perpetrator,2816,,,,1.0,0,stale_immaterial
AMHIT-0000585,SUBJ-000066,SVEN VOLOGLU,corruption_bribery,perpetrator,657,,1988-12-05,,1.0,0,wrong_entity
AMHIT-0000586,SUBJ-000111,LI WANG,sanctions_evasion,perpetrator,80,,,,1.0,0,common_name_ambiguous
AMHIT-0000587,SUBJ-000063,ANNA MULLER,litigation_civil,perpetrator,3447,,,,1.0,0,stale_immaterial
AMHIT-0000588,SUBJ-000066,SVEN VOLOGLU,fraud,perpetrator,386,,1995-07-10,,1.0,0,wrong_entity
AMHIT-0000589,SUBJ-000116,MARIA GARCIA,non_adverse,mentioned,111,,,,1.0,0,not_adverse
AMHIT-0000590,SUBJ-000030,KWAME KREOPOULOS,non_adverse,mentioned,6,,,,1.0,0,not_adverse
AMHIT-0000591,SUBJ-000011,MOHAMMED ALI,fraud,alleged,705,,,,1.0,1,
AMHIT-0000592,SUBJ-000009,OLUWASEUN BURSSON,litigation_civil,perpetrator,2724,,,,1.0,0,stale_immaterial
AMHIT-0000593,SUBJ-000037,KWAME TASHMANN,non_adverse,mentioned,140,,,,1.0,0,not_adverse
AMHIT-0000594,SUBJ-000022,TARIQ KREKOVSKY,money_laundering,perpetrator,317,,1973-11-11,,1.0,0,wrong_entity
AMHIT-0000595,SUBJ-000108,WEI CHEN,money_laundering,perpetrator,29,,1958-11-21,,1.0,0,wrong_entity
AMHIT-0000596,SUBJ-000056,SVEN SEVMANN,non_adverse,mentioned,323,,,,1.0,0,not_adverse
AMHIT-0000597,SUBJ-000047,JOHN SMITH,negative_general,perpetrator,2574,,,,1.0,0,stale_immaterial
AMHIT-0000598,SUBJ-000058,PRIYA KREOGLU,non_adverse,mentioned,144,,,,1.0,0,not_adverse
AMHIT-0000599,SUBJ-000061,TARIQ BURMANN,negative_general,perpetrator,3528,,,,1.0,0,stale_immaterial
AMHIT-0000600,SUBJ-000016,RACHEL NORENKO,money_laundering,perpetrator,183,,1956-07-19,,1.0,0,wrong_entity
AMHIT-0000601,SUBJ-000056,SVEN SEVMANN,fraud,mentioned,193,,,,1.0,0,low_role
AMHIT-0000602,SUBJ-000111,LI WANG,fraud,perpetrator,267,,,,1.0,0,common_name_ambiguous
AMHIT-0000603,SUBJ-000052,LI WANG,organized_crime,perpetrator,67,,1954-05-21,,1.0,0,wrong_entity
AMHIT-0000604,SUBJ-000086,OLUWASEUN ZAROGLU,litigation_civil,perpetrator,3571,,,,1.0,0,stale_immaterial
AMHIT-0000605,SUBJ-000088,JOHN SMITH,non_adverse,mentioned,363,,,,1.0,0,not_adverse
AMHIT-0000606,SUBJ-000093,INGRID VOLADZE,non_adverse,mentioned,132,,,,1.0,0,not_adverse
AMHIT-0000607,SUBJ-000082,DMITRI MORMANN,organized_crime,victim,295,,,,1.0,0,low_role
AMHIT-0000608,SUBJ-000001,RACHEL MORMANN,fraud,mentioned,263,,,,1.0,0,low_role
AMHIT-0000609,SUBJ-000062,TARIQ NOROGLU,corruption_bribery,perpetrator,266,,1971-05-02,,1.0,0,wrong_entity
AMHIT-0000610,SUBJ-000048,OLUWASEUN TASHSTEIN,organized_crime,victim,50,,,,1.0,0,low_role
AMHIT-0000611,SUBJ-000017,LI WANG,organized_crime,perpetrator,248,,,,1.0,0,common_name_ambiguous
AMHIT-0000612,SUBJ-000103,MOHAMMED ALI,money_laundering,perpetrator,72,,,,1.0,0,common_name_ambiguous
AMHIT-0000613,SUBJ-000070,KWAME KREOPOULOS,money_laundering,perpetrator,113,,1988-10-21,,1.0,0,wrong_entity
AMHIT-0000614,SUBJ-000026,KWAME VOLADZE,non_adverse,mentioned,340,,,,1.0,0,not_adverse
AMHIT-0000615,SUBJ-000012,ANNA MULLER,fraud,perpetrator,452,,,,1.0,0,common_name_ambiguous
AMHIT-0000616,SUBJ-000079,ANNA MULLER,sanctions_evasion,mentioned,376,,,,1.0,0,low_role
AMHIT-0000617,SUBJ-000014,MOHAMMED ALI,litigation_civil,perpetrator,3755,,,,1.0,0,stale_immaterial
AMHIT-0000618,SUBJ-000045,RACHEL VOLADZE,corruption_bribery,perpetrator,580,,1983-06-23,,1.0,0,wrong_entity
AMHIT-0000619,SUBJ-000025,DAVID JONES,organized_crime,perpetrator,74,,,,1.0,0,common_name_ambiguous
AMHIT-0000620,SUBJ-000015,PRIYA BURADZE,organized_crime,perpetrator,240,,1979-04-23,,1.0,0,wrong_entity
AMHIT-0000621,SUBJ-000005,MARIA GARCIA,litigation_civil,perpetrator,3781,,,,1.0,0,stale_immaterial
AMHIT-0000622,SUBJ-000075,MOHAMMED ALI,non_adverse,mentioned,263,,,,1.0,0,not_adverse
AMHIT-0000623,SUBJ-000067,DAVID JONES,non_adverse,mentioned,381,,,,1.0,0,not_adverse
AMHIT-0000624,SUBJ-000119,TARIQ MORADZE,sanctions_evasion,perpetrator,267,IN,,,1.0,1,
AMHIT-0000625,SUBJ-000116,MARIA GARCIA,litigation_civil,perpetrator,3616,,,,1.0,0,stale_immaterial
AMHIT-0000626,SUBJ-000016,RACHEL NORENKO,litigation_civil,perpetrator,2993,,,,1.0,0,stale_immaterial
AMHIT-0000627,SUBJ-000041,INGRID QOMSTEIN,sanctions_evasion,mentioned,224,,,,1.0,0,low_role
AMHIT-0000628,SUBJ-000047,JOHN SMITH,corruption_bribery,perpetrator,223,,,,1.0,0,common_name_ambiguous
AMHIT-0000629,SUBJ-000025,DAVID JONES,fraud,perpetrator,231,,,,1.0,0,common_name_ambiguous
AMHIT-0000630,SUBJ-000053,MARIA GARCIA,sanctions_evasion,perpetrator,460,,,,1.0,0,common_name_ambiguous
AMHIT-0000631,SUBJ-000070,KWAME KREOPOULOS,litigation_civil,perpetrator,2611,,,,1.0,0,stale_immaterial
AMHIT-0000632,SUBJ-000087,JOSE GONZALEZ,negative_general,perpetrator,3577,,,,1.0,0,stale_immaterial
AMHIT-0000633,SUBJ-000022,TARIQ KREKOVSKY,negative_general,perpetrator,3654,,,,1.0,0,stale_immaterial
AMHIT-0000634,SUBJ-000061,TARIQ BURMANN,non_adverse,mentioned,303,,,,1.0,0,not_adverse
AMHIT-0000635,SUBJ-000053,MARIA GARCIA,sanctions_evasion,mentioned,226,,,,1.0,0,low_role
AMHIT-0000636,SUBJ-000003,PRIYA KREOPOULOS,non_adverse,mentioned,200,,,,1.0,0,not_adverse
AMHIT-0000637,SUBJ-000025,DAVID JONES,corruption_bribery,victim,156,,,,1.0,0,low_role
AMHIT-0000638,SUBJ-000007,SVEN MORADZE,corruption_bribery,perpetrator,228,,1984-01-12,,1.0,0,wrong_entity
AMHIT-0000639,SUBJ-000111,LI WANG,sanctions_evasion,perpetrator,249,,1991-09-13,,1.0,0,wrong_entity
AMHIT-0000640,SUBJ-000102,INGRID DRAVOPOULOS,negative_general,perpetrator,3619,,,,1.0,0,stale_immaterial
AMHIT-0000641,SUBJ-000067,DAVID JONES,corruption_bribery,perpetrator,302,,,,1.0,0,common_name_ambiguous
AMHIT-0000642,SUBJ-000025,DAVID JONES,negative_general,perpetrator,3899,,,,1.0,0,stale_immaterial
AMHIT-0000643,SUBJ-000090,LI WANG,corruption_bribery,victim,381,,,,1.0,0,low_role
AMHIT-0000644,SUBJ-000022,TARIQ KREKOVSKY,money_laundering,perpetrator,211,,1961-12-17,,1.0,0,wrong_entity
AMHIT-0000645,SUBJ-000035,MARIA GARCIA,sanctions_evasion,perpetrator,290,,1958-03-19,,1.0,0,wrong_entity
AMHIT-0000646,SUBJ-000059,KWAME KREADZE,fraud,perpetrator,60,,1959-06-20,,1.0,0,wrong_entity
AMHIT-0000647,SUBJ-000105,MOHAMMED ALI,corruption_bribery,perpetrator,271,,,,1.0,0,common_name_ambiguous
AMHIT-0000648,SUBJ-000009,OLUWASEUN BURSSON,corruption_bribery,victim,104,,,,1.0,0,low_role
AMHIT-0000649,SUBJ-000020,TARIQ SEVADZE,negative_general,perpetrator,3312,,,,1.0,0,stale_immaterial
AMHIT-0000650,SUBJ-000028,MARIA GARCIA,fraud,perpetrator,699,,1971-06-12,,1.0,0,wrong_entity
AMHIT-0000651,SUBJ-000081,LI WANG,organized_crime,perpetrator,307,,,,1.0,0,common_name_ambiguous
AMHIT-0000652,SUBJ-000024,JOSE GONZALEZ,corruption_bribery,perpetrator,248,,,,1.0,0,common_name_ambiguous
AMHIT-0000653,SUBJ-000117,JOHN SMITH,sanctions_evasion,victim,30,,,,1.0,0,low_role
AMHIT-0000654,SUBJ-000117,JOHN SMITH,non_adverse,mentioned,63,,,,1.0,0,not_adverse
AMHIT-0000655,SUBJ-000036,PRIYA ZARENKO,non_adverse,mentioned,17,,,,1.0,0,not_adverse
AMHIT-0000656,SUBJ-000080,WEI CHEN,sanctions_evasion,perpetrator,248,,,,1.0,0,common_name_ambiguous
AMHIT-0000657,SUBJ-000083,PRIYA SEVADZE,fraud,perpetrator,348,,1982-02-04,,1.0,0,wrong_entity
AMHIT-0000658,SUBJ-000087,JOSE GONZALEZ,money_laundering,perpetrator,340,,,,1.0,0,common_name_ambiguous
AMHIT-0000659,SUBJ-000099,PRIYA BURKOVSKY,fraud,mentioned,63,,,,1.0,0,low_role
AMHIT-0000660,SUBJ-000112,JOHN SMITH,organized_crime,perpetrator,351,,,,1.0,0,common_name_ambiguous
AMHIT-0000661,SUBJ-000087,JOSE GONZALEZ,fraud,perpetrator,44,,1979-12-11,,1.0,0,wrong_entity
AMHIT-0000662,SUBJ-000009,OLUWASEUN BURSSON,corruption_bribery,perpetrator,305,RU,,,1.0,1,
AMHIT-0000663,SUBJ-000049,MOHAMMED ALI,organized_crime,perpetrator,218,,,,1.0,0,common_name_ambiguous
AMHIT-0000664,SUBJ-000040,DMITRI SEVSTEIN,non_adverse,mentioned,13,,,,1.0,0,not_adverse
AMHIT-0000665,SUBJ-000000,DMITRI TASHADZE,sanctions_evasion,perpetrator,84,,1987-01-23,,1.0,0,wrong_entity
AMHIT-0000666,SUBJ-000064,MOHAMMED ALI,non_adverse,mentioned,59,,,,1.0,0,not_adverse
AMHIT-0000667,SUBJ-000077,KWAME TASHADZE,litigation_civil,perpetrator,2776,,,,1.0,0,stale_immaterial
AMHIT-0000668,SUBJ-000050,KWAME TASHKOVSKY,non_adverse,mentioned,343,,,,1.0,0,not_adverse
AMHIT-0000669,SUBJ-000020,TARIQ SEVADZE,fraud,perpetrator,220,DE,,,1.0,1,
AMHIT-0000670,SUBJ-000100,DAVID JONES,fraud,perpetrator,172,,,,1.0,0,common_name_ambiguous
AMHIT-0000671,SUBJ-000111,LI WANG,corruption_bribery,perpetrator,25,,,,1.0,0,common_name_ambiguous
AMHIT-0000672,SUBJ-000015,PRIYA BURADZE,money_laundering,victim,303,,,,1.0,0,low_role
AMHIT-0000673,SUBJ-000010,RACHEL MORENKO,non_adverse,mentioned,161,,,,1.0,0,not_adverse
AMHIT-0000674,SUBJ-000092,DAVID JONES,negative_general,perpetrator,2633,,,,1.0,0,stale_immaterial
AMHIT-0000675,SUBJ-000065,MOHAMMED ALI,fraud,victim,104,,,,1.0,0,low_role
AMHIT-0000676,SUBJ-000024,JOSE GONZALEZ,fraud,perpetrator,363,,,,1.0,0,common_name_ambiguous
AMHIT-0000677,SUBJ-000113,MOHAMMED ALI,sanctions_evasion,perpetrator,256,,,,1.0,0,common_name_ambiguous
AMHIT-0000678,SUBJ-000085,PRIYA MORKOVSKY,money_laundering,perpetrator,276,,1956-04-24,,1.0,0,wrong_entity
AMHIT-0000679,SUBJ-000025,DAVID JONES,fraud,perpetrator,71,,,,1.0,0,common_name_ambiguous
AMHIT-0000680,SUBJ-000024,JOSE GONZALEZ,corruption_bribery,perpetrator,517,,1978-06-20,,1.0,0,wrong_entity
AMHIT-0000681,SUBJ-000019,JOHN SMITH,negative_general,perpetrator,3854,,,,1.0,0,stale_immaterial
AMHIT-0000682,SUBJ-000000,DMITRI TASHADZE,non_adverse,mentioned,165,,,,1.0,0,not_adverse
